File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001VIN	bed narrowPeak	peaks	ENCSR000ECH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				HCFC1-human	DNA		see document	see document		False	2012-08-20	ENCODE												205480	Michael Snyder, Stanford	6d32d6c7aa07fa1a57d545406590feb5		https://www.encodeproject.org/files/ENCFF001VIN/@@download/ENCFF001VIN.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF001UEW	bed broadPeak	peaks	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				1	1							196426	Richard Myers, HAIB	38b7bfc66155801d3fffcdd68e670908		https://www.encodeproject.org/files/ENCFF001UEW/@@download/ENCFF001UEW.bed.gz	hg19			archived	low read length, low read depth	biological replicates with identical biosample, missing derived_from		
ENCFF001UEX	bed broadPeak	peaks	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				2	1							223891	Richard Myers, HAIB	4a8b8384db63b60a4e1e42deaf2f5a2f		https://www.encodeproject.org/files/ENCFF001UEX/@@download/ENCFF001UEX.bed.gz	hg19			archived	low read length, low read depth	biological replicates with identical biosample, missing derived_from		
ENCFF002CJX	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE												154682	ENCODE Consortium Analysis Working Group	9fdb5aba41ec5ae9b95ad2a0c5edd14a		https://www.encodeproject.org/files/ENCFF002CJX/@@download/ENCFF002CJX.bed.gz	hg19			archived	low read length, low read depth	biological replicates with identical biosample, missing derived_from		
ENCFF937PQQ	bigWig	fold change over control	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF139VJW, ENCFF202PGY, ENCFF429GKZ	489983701	ENCODE Processing Pipeline	dfc73c79f2fa025bedae2c10cf91dd96		https://www.encodeproject.org/files/ENCFF937PQQ/@@download/ENCFF937PQQ.bigWig	GRCh38			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF617YZF	bed narrowPeak	peaks and background as input for IDR	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF139VJW, ENCFF202PGY, ENCFF429GKZ	4742586	ENCODE Processing Pipeline	915d5b01d971d44d178de0d638a3a71c		https://www.encodeproject.org/files/ENCFF617YZF/@@download/ENCFF617YZF.bed.gz	GRCh38			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF041DNK	bed narrowPeak	peaks and background as input for IDR	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				1							ENCFF202PGY, ENCFF429GKZ	3894809	ENCODE Processing Pipeline	5e7679e46f4683d937ced55a53f67398		https://www.encodeproject.org/files/ENCFF041DNK/@@download/ENCFF041DNK.bed.gz	GRCh38			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF936TMP	bed narrowPeak	peaks and background as input for IDR	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				2							ENCFF139VJW, ENCFF202PGY	4469359	ENCODE Processing Pipeline	530d1fa6a35bc4b4ff7512e3af240f4c		https://www.encodeproject.org/files/ENCFF936TMP/@@download/ENCFF936TMP.bed.gz	GRCh38			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF868ZRM	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF041DNK, ENCFF419RSJ, ENCFF617YZF, ENCFF936TMP	124407	ENCODE Processing Pipeline	d73c6b98f33f1dfe9b2e64017f777c5f		https://www.encodeproject.org/files/ENCFF868ZRM/@@download/ENCFF868ZRM.bed.gz	GRCh38			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF091UDB	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF041DNK, ENCFF419RSJ, ENCFF617YZF, ENCFF936TMP	133613	ENCODE Processing Pipeline	ab91602f7e72dff5e98912bb758cf5f1		https://www.encodeproject.org/files/ENCFF091UDB/@@download/ENCFF091UDB.bed.gz	GRCh38			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF588CWW	bed narrowPeak	peaks and background as input for IDR	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				2							ENCFF044MEQ, ENCFF813EGR	4475853	ENCODE Processing Pipeline	11c95e53f2c6842553d23a69793e3f64		https://www.encodeproject.org/files/ENCFF588CWW/@@download/ENCFF588CWW.bed.gz	hg19			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF428HJN	bed narrowPeak	peaks and background as input for IDR	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF044MEQ, ENCFF813EGR, ENCFF820GCU	4744689	ENCODE Processing Pipeline	56e8db6db29ac6149c22d3b65194c2db		https://www.encodeproject.org/files/ENCFF428HJN/@@download/ENCFF428HJN.bed.gz	hg19			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF985GJY	bed narrowPeak	peaks and background as input for IDR	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				1							ENCFF044MEQ, ENCFF820GCU	3898821	ENCODE Processing Pipeline	160a39955ee9d582777a912c33db6628		https://www.encodeproject.org/files/ENCFF985GJY/@@download/ENCFF985GJY.bed.gz	hg19			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF793BVO	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF428HJN, ENCFF588CWW, ENCFF985GJY	134074	ENCODE Processing Pipeline	3b852f9fa019239b89ab2631c48a10a8		https://www.encodeproject.org/files/ENCFF793BVO/@@download/ENCFF793BVO.bed.gz	hg19			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF574EIX	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BHS	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				GABPA-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF428HJN, ENCFF588CWW, ENCFF985GJY	124453	ENCODE Processing Pipeline	392263d64c8b7ae7317e141cba61dcdc		https://www.encodeproject.org/files/ENCFF574EIX/@@download/ENCFF574EIX.bed.gz	hg19			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF001VIB	bed narrowPeak	peaks	ENCSR000ECP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE												742153	Michael Snyder, Stanford	1e8d108005b3c802ca42cc25648fb28e		https://www.encodeproject.org/files/ENCFF001VIB/@@download/ENCFF001VIB.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CSC	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ECP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE												509760	ENCODE Consortium Analysis Working Group	74a3d8795885876e1e4b953d6b54fe98		https://www.encodeproject.org/files/ENCFF002CSC/@@download/ENCFF002CSC.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF001VJL	bed narrowPeak	peaks	ENCSR000EVF	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				TCF7L2-human	DNA		see document	see document		False	2011-10-29	ENCODE												74732	Peggy Farnham, USC	3873c87228900bef00ea720074130ba3		https://www.encodeproject.org/files/ENCFF001VJL/@@download/ENCFF001VJL.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CTJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EVF	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				TCF7L2-human	DNA		see document	see document		False	2011-10-29	ENCODE												76399	ENCODE Consortium Analysis Working Group	2e76c88be228740a9d90c18ab9105425		https://www.encodeproject.org/files/ENCFF002CTJ/@@download/ENCFF002CTJ.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF001VHW	bed narrowPeak	peaks	ENCSR000DNW	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				BRF1-human	DNA		see document	see document		False	2011-10-29	ENCODE												7683	Kevin Struhl, HMS	3f30eaa23cf2025ded9601e2ac94959b		https://www.encodeproject.org/files/ENCFF001VHW/@@download/ENCFF001VHW.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CRX	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DNW	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				BRF1-human	DNA		see document	see document		False	2011-10-29	ENCODE												5388	ENCODE Consortium Analysis Working Group	2281830d1b316504434057ff8956cf29		https://www.encodeproject.org/files/ENCFF002CRX/@@download/ENCFF002CRX.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF001VIA	bed narrowPeak	peaks	ENCSR000EDA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CEBPB-human	DNA		see document	see document		False	2011-10-29	ENCODE												1812806	Michael Snyder, Stanford	672fefa1e7f81bb8998970ad84ef4cc6		https://www.encodeproject.org/files/ENCFF001VIA/@@download/ENCFF001VIA.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CSA	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EDA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CEBPB-human	DNA		see document	see document		False	2011-10-29	ENCODE												1284848	ENCODE Consortium Analysis Working Group	f85716cb7fe3fda2d73d895e930e47c2		https://www.encodeproject.org/files/ENCFF002CSA/@@download/ENCFF002CSA.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF001XCP	bed broadPeak	hotspots	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001FKN	880299	John Stamatoyannopoulos, UW	7abbb1cc48629a7f8a0837a87400f7e7		https://www.encodeproject.org/files/ENCFF001XCP/@@download/ENCFF001XCP.bed.gz	hg19			archived	low read length, low read depth, control low read depth			
ENCFF001XCQ	bed broadPeak	hotspots	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001FKS	1455312	John Stamatoyannopoulos, UW	3c09585c5e78a98d765a6811cea31370		https://www.encodeproject.org/files/ENCFF001XCQ/@@download/ENCFF001XCQ.bed.gz	hg19			archived	low read length, low read depth, control low read depth			
ENCFF001XCR	bed narrowPeak	peaks	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF001FKN	570214	John Stamatoyannopoulos, UW	e17090e9d3fe1f1310cf6addba5ff6e7		https://www.encodeproject.org/files/ENCFF001XCR/@@download/ENCFF001XCR.bed.gz	hg19			archived	low read length, low read depth, control low read depth			
ENCFF001XCS	bed narrowPeak	peaks	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF001FKS	592679	John Stamatoyannopoulos, UW	44f43bb7a503243e0980240c9a081f6d		https://www.encodeproject.org/files/ENCFF001XCS/@@download/ENCFF001XCS.bed.gz	hg19			archived	low read length, low read depth, control low read depth			
ENCFF479ZEP	bed narrowPeak	peaks	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF681ZZF, ENCFF883FFC	550870	ENCODE Processing Pipeline	aa1ea79bc69989242ff994c18d0b5eb7		https://www.encodeproject.org/files/ENCFF479ZEP/@@download/ENCFF479ZEP.bed.gz	GRCh38			released	low read length, low read depth, control low read depth			
ENCFF336AJX	bed narrowPeak	peaks	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF084LPN, ENCFF883FFC	523800	ENCODE Processing Pipeline	02aca646e4753753f9ae3c3288c03dd9		https://www.encodeproject.org/files/ENCFF336AJX/@@download/ENCFF336AJX.bed.gz	GRCh38			released	low read length, low read depth, control low read depth			
ENCFF375MTO	bed narrowPeak	peaks	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF084LPN, ENCFF681ZZF, ENCFF883FFC	481961	ENCODE Processing Pipeline	7d55d5a4dce143617eb7c3c635fdd54d		https://www.encodeproject.org/files/ENCFF375MTO/@@download/ENCFF375MTO.bed.gz	GRCh38			released	low read length, low read depth, control low read depth			
ENCFF870GQK	bed narrowPeak	replicated peaks	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF336AJX, ENCFF375MTO, ENCFF479ZEP	621846	ENCODE Processing Pipeline	37df041a16e7af3763ed9d4689b8b5b0		https://www.encodeproject.org/files/ENCFF870GQK/@@download/ENCFF870GQK.bed.gz	GRCh38			released	low read length, low read depth, control low read depth			
ENCFF891GLD	bam	unfiltered alignments	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1			36				ENCFF001FLG, ENCFF807MUK	1199206303	ENCODE Processing Pipeline	2e4e10463f1950f644e9f09dbed759c0		https://www.encodeproject.org/files/ENCFF891GLD/@@download/ENCFF891GLD.bam	hg19			released	low read length, low read depth, control low read depth			
ENCFF102MXI	bed narrowPeak	peaks	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF111FGZ, ENCFF871ZRW	537518	ENCODE Processing Pipeline	afd6912d1da9ae591ac0fda6248bed32		https://www.encodeproject.org/files/ENCFF102MXI/@@download/ENCFF102MXI.bed.gz	hg19			released	low read length, low read depth, control low read depth			
ENCFF526HPH	bed narrowPeak	replicated peaks	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF102MXI, ENCFF201KBA, ENCFF947ROX	609581	ENCODE Processing Pipeline	5f993808a149a9a070caa60bbb67d59b		https://www.encodeproject.org/files/ENCFF526HPH/@@download/ENCFF526HPH.bed.gz	hg19			released	low read length, low read depth, control low read depth			
ENCFF201KBA	bed narrowPeak	peaks	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF111FGZ, ENCFF959SHX	522842	ENCODE Processing Pipeline	29649015ba66f2d1a19a86f10ab38fee		https://www.encodeproject.org/files/ENCFF201KBA/@@download/ENCFF201KBA.bed.gz	hg19			released	low read length, low read depth, control low read depth			
ENCFF947ROX	bed narrowPeak	peaks	ENCSR000DUA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF111FGZ, ENCFF871ZRW, ENCFF959SHX	471328	ENCODE Processing Pipeline	adff517f29a58276821e217410c6bfd7		https://www.encodeproject.org/files/ENCFF947ROX/@@download/ENCFF947ROX.bed.gz	hg19			released	low read length, low read depth, control low read depth			
ENCFF001VII	bed narrowPeak	peaks	ENCSR000EVI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ELK4-human	DNA		see document	see document		False	2011-10-29	ENCODE												194254	Peggy Farnham, USC	c33839ad84408a5a81461588ff40de4a		https://www.encodeproject.org/files/ENCFF001VII/@@download/ENCFF001VII.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CSK	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EVI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ELK4-human	DNA		see document	see document		False	2011-10-29	ENCODE												135202	ENCODE Consortium Analysis Working Group	5b840f06ad48a31dffba2764ce3f40ec		https://www.encodeproject.org/files/ENCFF002CSK/@@download/ENCFF002CSK.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF001VIG	bed narrowPeak	peaks	ENCSR000EVL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				E2F4-human	DNA		see document	see document		False	2011-10-29	ENCODE												27134	Peggy Farnham, USC	1185dfc47054aa23bb66c7c43141647f		https://www.encodeproject.org/files/ENCFF001VIG/@@download/ENCFF001VIG.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CSH	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EVL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				E2F4-human	DNA		see document	see document		False	2011-10-29	ENCODE												72250	ENCODE Consortium Analysis Working Group	b0ee76b4bd597ffc28d3fbb455b4bca8		https://www.encodeproject.org/files/ENCFF002CSH/@@download/ENCFF002CSH.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF001VIM	bed narrowPeak	peaks	ENCSR000EVM	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				HA-E2F1-human	DNA		see document	see document		False	2011-10-29	ENCODE												126001	Peggy Farnham, USC	e055d51a85d34190c0f8b53dfdc1844e		https://www.encodeproject.org/files/ENCFF001VIM/@@download/ENCFF001VIM.bed.gz	hg19			released	inconsistent platforms, missing genetic modification characterization	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CSM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EVM	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				HA-E2F1-human	DNA		see document	see document		False	2011-10-29	ENCODE												246331	ENCODE Consortium Analysis Working Group	864ab74ed79ccb5bc75f7c1d9492a8fc		https://www.encodeproject.org/files/ENCFF002CSM/@@download/ENCFF002CSM.bed.gz	hg19			released	inconsistent platforms, missing genetic modification characterization	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF001USU	bed narrowPeak	peaks	ENCSR000DLN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MYC-human	DNA		see document	see document		False	2011-03-17	ENCODE												272373	Vishwanath Iyer, UTA	fdb401701d25d6e7aa7309739253846d		https://www.encodeproject.org/files/ENCFF001USU/@@download/ENCFF001USU.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	extremely low read depth
ENCFF002DAT	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DLN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MYC-human	DNA		see document	see document		False	2011-03-17	ENCODE												65300	ENCODE Consortium Analysis Working Group	f4de50376077a81956bb99bdc2acd914		https://www.encodeproject.org/files/ENCFF002DAT/@@download/ENCFF002DAT.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	extremely low read depth
ENCFF001SVW	bed broadPeak	peaks	ENCSR000AOC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF000BAF, ENCFF000BAI, ENCFF000BBM, ENCFF000BBN	774250	Bradley Bernstein, Broad	39af531d217f1a5984e13d6a4065ac06		https://www.encodeproject.org/files/ENCFF001SVW/@@download/ENCFF001SVW.bed.gz	hg19			archived	low read length, low read depth			
ENCFF144NWV	bed narrowPeak	peaks	ENCSR000AOC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF000BAF, ENCFF000BAI, ENCFF000BBM, ENCFF000BBN	910118	Anshul Kundaje, Stanford	9d72ac07185ce849771d1516f42cafbb		https://www.encodeproject.org/files/ENCFF144NWV/@@download/ENCFF144NWV.bed.gz	hg19			archived	low read length, low read depth			
ENCFF732IGV	bed narrowPeak	peaks	ENCSR000AOC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF218BUW, ENCFF432JPE, ENCFF818YAG	1288535	ENCODE Processing Pipeline	61367235f823e5198bf18797e9656517		https://www.encodeproject.org/files/ENCFF732IGV/@@download/ENCFF732IGV.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF072FBH	bed narrowPeak	peaks	ENCSR000AOC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF113QJM, ENCFF432JPE, ENCFF818YAG	1137638	ENCODE Processing Pipeline	adebc85a8228ea547c2a82984dc6c1ca		https://www.encodeproject.org/files/ENCFF072FBH/@@download/ENCFF072FBH.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF418FUR	bed narrowPeak	peaks	ENCSR000AOC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF113QJM, ENCFF218BUW, ENCFF432JPE, ENCFF818YAG	1315657	ENCODE Processing Pipeline	e03ef1825139b266990713ee2a54f01c		https://www.encodeproject.org/files/ENCFF418FUR/@@download/ENCFF418FUR.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF392EDT	bed narrowPeak	replicated peaks	ENCSR000AOC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF072FBH, ENCFF418FUR, ENCFF732IGV	1303170	ENCODE Processing Pipeline	f4fc7cb6e889e1cb0dfdfb37efcd12fc		https://www.encodeproject.org/files/ENCFF392EDT/@@download/ENCFF392EDT.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF241SRH	bed narrowPeak	peaks	ENCSR000AOC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF288AEA, ENCFF311EWS	1263041	Anshul Kundaje, Stanford	6d9573468c15e6c29ffe57092ad2fba4		https://www.encodeproject.org/files/ENCFF241SRH/@@download/ENCFF241SRH.bed.gz	hg19			archived	low read length, low read depth			
ENCFF101ZZI	bed narrowPeak	peaks	ENCSR000AOC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF093KYN, ENCFF385UZW, ENCFF451SVK	1288172	ENCODE Processing Pipeline	8775b974cb0f8b5ec9af57f63edeb5aa		https://www.encodeproject.org/files/ENCFF101ZZI/@@download/ENCFF101ZZI.bed.gz	hg19			released	low read length, low read depth			
ENCFF115JOX	bed narrowPeak	peaks	ENCSR000AOC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF093KYN, ENCFF385UZW, ENCFF451SVK, ENCFF821BHR	1323664	ENCODE Processing Pipeline	a5ba58b1c6ff324f11473a1f95bbea0f		https://www.encodeproject.org/files/ENCFF115JOX/@@download/ENCFF115JOX.bed.gz	hg19			released	low read length, low read depth			
ENCFF144EOJ	bed narrowPeak	replicated peaks	ENCSR000AOC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF101ZZI, ENCFF115JOX, ENCFF927JDY	1326210	ENCODE Processing Pipeline	82444d4680c2a376de429ca4a5b5dff9		https://www.encodeproject.org/files/ENCFF144EOJ/@@download/ENCFF144EOJ.bed.gz	hg19			released	low read length, low read depth			
ENCFF927JDY	bed narrowPeak	peaks	ENCSR000AOC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27ac-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF385UZW, ENCFF451SVK, ENCFF821BHR	1259549	ENCODE Processing Pipeline	1b0c625cb26a8a89232dd6fb262c4748		https://www.encodeproject.org/files/ENCFF927JDY/@@download/ENCFF927JDY.bed.gz	hg19			released	low read length, low read depth			
ENCFF001VIO	bed narrowPeak	peaks	ENCSR000EDK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SMARCB1-human	DNA		see document	see document		False	2011-10-29	ENCODE												196445	Michael Snyder, Stanford	9597e5d4e2ba9d5e170c33f6a40cda47		https://www.encodeproject.org/files/ENCFF001VIO/@@download/ENCFF001VIO.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CSN	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EDK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SMARCB1-human	DNA		see document	see document		False	2011-10-29	ENCODE												162755	ENCODE Consortium Analysis Working Group	9fd526bcf7c99300f6f16574f691c695		https://www.encodeproject.org/files/ENCFF002CSN/@@download/ENCFF002CSN.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	
